id,text,sentiment,text_original,tokens
29705,الله يعطيك الصحه ماعندي نؤل هههههه,positif,الله يعطيك الصحه ماعندي نؤل هههههه,"['الله', 'يعطيك', 'الصحه', 'ماعندي', 'نؤل', 'هههههه']"
29706,صحح معلوماتك العقد الابتدائي يكتبه المحامي,neutre,صحح معلوماتك العقد الابتدائي يكتبه المحامي,"['صحح', 'معلوماتك', 'العقد', 'الابتدائي', 'يكتبه', 'المحامي']"
29707,ai8331 هادشي ليفاش فالحه غالفحضيه مغلطش فحتي معلومه واذا نسي معلومه مقالهاش فالله يحسن لعوان متعرفيه تشجعيه بكلمه طيبه ولا مبانش ليك الكم الهائل المعلومات ليقالينا ولا كتحسدوا الانسان علي النجاح ختي سيري الله يعفو عليك,négatif,ai8331 هادشي ليفاش فالحه غالفحضيه مغلطش فحتي معلومه واذا نسي معلومه مقالهاش فالله يحسن لعوان متعرفيه تشجعيه بكلمه طيبه ولا مبانش ليك الكم الهائل المعلومات ليقالينا ولا كتحسدوا الانسان علي النجاح ختي سيري الله يعفو عليك,"['ai8331', 'هادشي', 'ليفاش', 'فالحه', 'غالفحضيه', 'مغلطش', 'فحتي', 'معلومه', 'واذا', 'نسي', 'معلومه', 'مقالهاش', 'فالله', 'يحسن', 'لعوان', 'متعرفيه', 'تشجعيه', 'بكلمه', 'طيبه', 'ولا', 'مبانش', 'ليك', 'الكم', 'الهائل', 'المعلومات', 'ليقالينا', 'ولا', 'كتحسدوا', 'الانسان', 'علي', 'النجاح', 'ختي', 'سيري', 'الله', 'يعفو', 'عليك']"
29708,تبارك الله عليكاتمني التوفيق والنجاحبس كده,positif,تبارك الله عليكاتمني التوفيق والنجاحبس كده,"['تبارك', 'الله', 'عليكاتمني', 'التوفيق', 'والنجاحبس', 'كده']"
29709,سير اخويا مصطفي الله يجزيك بخير الله ينورك,positif,سير اخويا مصطفي الله يجزيك بخير الله ينورك,"['سير', 'اخويا', 'مصطفي', 'الله', 'يجزيك', 'بخير', 'الله', 'ينورك']"
29710,شكرا خاي مصطفي علي المعلومات العززززززززززز,positif,شكرا خاي مصطفي علي المعلومات العززززززززززز,"['شكرا', 'خاي', 'مصطفي', 'علي', 'المعلومات', 'العززززززززززز']"
29711,حول ولا قوه الا بالله هاذ الموضوع كياكد يان المغرب غارق الفساد والاداره العموميه الابناك القطاعات والمواطن كيخلص، الضحايا الله,négatif,حول ولا قوه الا بالله هاذ الموضوع كياكد يان المغرب غارق الفساد والاداره العموميه الابناك القطاعات والمواطن كيخلص، الضحايا الله,"['حول', 'ولا', 'قوه', 'الا', 'بالله', 'هاذ', 'الموضوع', 'كياكد', 'يان', 'المغرب', 'غارق', 'الفساد', 'والاداره', 'العموميه', 'الابناك', 'القطاعات', 'والمواطن', 'كيخلص،', 'الضحايا', 'الله']"
29712,mustapha swinga officiel,neutre,mustapha swinga officiel,"['mustapha', 'swinga', 'officiel']"
29713,لاحول ولا قوه الا بالله العلي العظيم هدشي كيضر فالخاطر الله يعوضهم خير هدشي لنقدر نقول,négatif,لاحول ولا قوه الا بالله العلي العظيم هدشي كيضر فالخاطر الله يعوضهم خير هدشي لنقدر نقول,"['لاحول', 'ولا', 'قوه', 'الا', 'بالله', 'العلي', 'العظيم', 'هدشي', 'كيضر', 'فالخاطر', 'الله', 'يعوضهم', 'خير', 'هدشي', 'لنقدر', 'نقول']"
29714,حبابي قالوا ناس زمان متشريش الحوت فالبحر الكذاب كغلب علي الطماع,négatif,حبابي قالوا ناس زمان متشريش الحوت فالبحر الكذاب كغلب علي الطماع,"['حبابي', 'قالوا', 'ناس', 'زمان', 'متشريش', 'الحوت', 'فالبحر', 'الكذاب', 'كغلب', 'علي', 'الطماع']"
29715,الوحيد فالمغرب تيقدم معلومات نصائح فالقانون بالمجان بشكل سلس سهل الفهم شكرا بزاف,positif,الوحيد فالمغرب تيقدم معلومات نصائح فالقانون بالمجان بشكل سلس سهل الفهم شكرا بزاف,"['الوحيد', 'فالمغرب', 'تيقدم', 'معلومات', 'نصائح', 'فالقانون', 'بالمجان', 'بشكل', 'سلس', 'سهل', 'الفهم', 'شكرا', 'بزاف']"
29716,شكرااااا,positif,شكرااااا,['شكرااااا']
29717,الله يرضي عليك اولدي ملي نت بقدك وقامتك تتوصل لهده المعلومات خاصو فيلم بوليسي ناري اما الناس شراو صحيه مول القوالب بطل والحل القضاء الاخير القضاء يحكم لصالح المواطن اين اموال المواطن وكيف يستردها ناري ناري علي القاضي هده الحاله يحكم بالاعدام حق هدا الشرير,positif,الله يرضي عليك اولدي ملي نت بقدك وقامتك تتوصل لهده المعلومات خاصو فيلم بوليسي ناري اما الناس شراو صحيه مول القوالب بطل والحل القضاء الاخير القضاء يحكم لصالح المواطن اين اموال المواطن وكيف يستردها ناري ناري علي القاضي هده الحاله يحكم بالاعدام حق هدا الشرير,"['الله', 'يرضي', 'عليك', 'اولدي', 'ملي', 'نت', 'بقدك', 'وقامتك', 'تتوصل', 'لهده', 'المعلومات', 'خاصو', 'فيلم', 'بوليسي', 'ناري', 'اما', 'الناس', 'شراو', 'صحيه', 'مول', 'القوالب', 'بطل', 'والحل', 'القضاء', 'الاخير', 'القضاء', 'يحكم', 'لصالح', 'المواطن', 'اين', 'اموال', 'المواطن', 'وكيف', 'يستردها', 'ناري', 'ناري', 'علي', 'القاضي', 'هده', 'الحاله', 'يحكم', 'بالاعدام', 'حق', 'هدا', 'الشرير']"
29718,بصح شارياك الدوله ؟؟؟؟,négatif,بصح شارياك الدوله ؟؟؟؟,"['بصح', 'شارياك', 'الدوله', '؟؟؟؟']"
29719,شكرا بزااف لخصنا نستفدوه هذ الفيديو انه نحترم القانون لانه اي لحظه اقدر انقلب عليك حتي وحد ميعقل عليك، وحد المساله لاعلاقه التخدير الاعلاني طرف مشاهير بعتبره معيار لصدق الامنه لايصح الا صحيح,positif,شكرا بزااف لخصنا نستفدوه هذ الفيديو انه نحترم القانون لانه اي لحظه اقدر انقلب عليك حتي وحد ميعقل عليك، وحد المساله لاعلاقه التخدير الاعلاني طرف مشاهير بعتبره معيار لصدق الامنه لايصح الا صحيح,"['شكرا', 'بزااف', 'لخصنا', 'نستفدوه', 'هذ', 'الفيديو', 'انه', 'نحترم', 'القانون', 'لانه', 'اي', 'لحظه', 'اقدر', 'انقلب', 'عليك', 'حتي', 'وحد', 'ميعقل', 'عليك،', 'وحد', 'المساله', 'لاعلاقه', 'التخدير', 'الاعلاني', 'طرف', 'مشاهير', 'بعتبره', 'معيار', 'لصدق', 'الامنه', 'لايصح', 'الا', 'صحيح']"
29720,الدوله دارت هدا البلان باش اشريو المالك الساعات تسرقو ليه,négatif,الدوله دارت هدا البلان باش اشريو المالك الساعات تسرقو ليه,"['الدوله', 'دارت', 'هدا', 'البلان', 'باش', 'اشريو', 'المالك', 'الساعات', 'تسرقو', 'ليه']"
29721,solution contrat dite vefa promoteurs refuse parce somme gouverner par,négatif,solution contrat dite vefa promoteurs refuse parce somme gouverner par,"['solution', 'contrat', 'dite', 'vefa', 'promoteurs', 'refuse', 'parce', 'somme', 'gouverner', 'par']"
29722,برافو عليك استاد مصطفي صراحتا بحتك المستوي معلومات علي الفضيحه العقاريه تكن كافيه ليك سؤال استاد مصطفي ملي نحاولوا نقلبوا علي الراس الكبيره هذ النوع عمليات النصب الاحتيال ونجد صعوبات تحديد الرؤوس الفاسده ممشاش بالك هذ ليزافير داخل القصر سكانه لان هناك جهات كثيره الدوله متواظئه بفعلها مشاركتها دون احترامها لتظبيق القانون ؟؟؟ العالم عبر التاريخ اكبر الفضائح العالميه ورائها حكام الدول مسؤوليها المقربين الانظمه الشموليه الديكتاتوريه ينعدم احترام الشعب القانون,négatif,برافو عليك استاد مصطفي صراحتا بحتك المستوي معلومات علي الفضيحه العقاريه تكن كافيه ليك سؤال استاد مصطفي ملي نحاولوا نقلبوا علي الراس الكبيره هذ النوع عمليات النصب الاحتيال ونجد صعوبات تحديد الرؤوس الفاسده ممشاش بالك هذ ليزافير داخل القصر سكانه لان هناك جهات كثيره الدوله متواظئه بفعلها مشاركتها دون احترامها لتظبيق القانون ؟؟؟ العالم عبر التاريخ اكبر الفضائح العالميه ورائها حكام الدول مسؤوليها المقربين الانظمه الشموليه الديكتاتوريه ينعدم احترام الشعب القانون,"['برافو', 'عليك', 'استاد', 'مصطفي', 'صراحتا', 'بحتك', 'المستوي', 'معلومات', 'علي', 'الفضيحه', 'العقاريه', 'تكن', 'كافيه', 'ليك', 'سؤال', 'استاد', 'مصطفي', 'ملي', 'نحاولوا', 'نقلبوا', 'علي', 'الراس', 'الكبيره', 'هذ', 'النوع', 'عمليات', 'النصب', 'الاحتيال', 'ونجد', 'صعوبات', 'تحديد', 'الرؤوس', 'الفاسده', 'ممشاش', 'بالك', 'هذ', 'ليزافير', 'داخل', 'القصر', 'سكانه', 'لان', 'هناك', 'جهات', 'كثيره', 'الدوله', 'متواظئه', 'بفعلها', 'مشاركتها', 'دون', 'احترامها', 'لتظبيق', 'القانون', '؟؟؟', 'العالم', 'عبر', 'التاريخ', 'اكبر', 'الفضائح', 'العالميه', 'ورائها', 'حكام', 'الدول', 'مسؤوليها', 'المقربين', 'الانظمه', 'الشموليه', 'الديكتاتوريه', 'ينعدم', 'احترام', 'الشعب', 'القانون']"
29723,سلام عليكم لخوت شكون عندو سيت محافظه,neutre,سلام عليكم لخوت شكون عندو سيت محافظه,"['سلام', 'عليكم', 'لخوت', 'شكون', 'عندو', 'سيت', 'محافظه']"
29724,شكرا بزاااف اخويا مصطفي علي التوضيح,positif,شكرا بزاااف اخويا مصطفي علي التوضيح,"['شكرا', 'بزاااف', 'اخويا', 'مصطفي', 'علي', 'التوضيح']"
29725,السلام عليكم المشكل ذكرني بمشكل مشابه بمدينه مراكش فيما 2009 و2016 تقريبا نفس السيناريو كنا ضحايا عمليه احتيال ونصب قام احد المنعشين العقاريين اخذ حوالي 500 ضحيه مبالغ ماليه متفاوته كتسبيق لمشروعه السكني سنه 2007 علي اساس الشقق ستكون جاهزه 2009 ونفس القصه انه وضع لافته اشهاريه عريضه بالشارع العام والاشهارات بالقنوات الاذاعيه وكل انظار السلطه نهايه المطاف ينجز اي شيء علي ارض الواقع مرور السنتين واذ ذاك بدات الشكوك تحوم حول المشروع,négatif,السلام عليكم المشكل ذكرني بمشكل مشابه بمدينه مراكش فيما 2009 و2016 تقريبا نفس السيناريو كنا ضحايا عمليه احتيال ونصب قام احد المنعشين العقاريين اخذ حوالي 500 ضحيه مبالغ ماليه متفاوته كتسبيق لمشروعه السكني سنه 2007 علي اساس الشقق ستكون جاهزه 2009 ونفس القصه انه وضع لافته اشهاريه عريضه بالشارع العام والاشهارات بالقنوات الاذاعيه وكل انظار السلطه نهايه المطاف ينجز اي شيء علي ارض الواقع مرور السنتين واذ ذاك بدات الشكوك تحوم حول المشروع,"['السلام', 'عليكم', 'المشكل', 'ذكرني', 'بمشكل', 'مشابه', 'بمدينه', 'مراكش', 'فيما', '2009', 'و2016', 'تقريبا', 'نفس', 'السيناريو', 'كنا', 'ضحايا', 'عمليه', 'احتيال', 'ونصب', 'قام', 'احد', 'المنعشين', 'العقاريين', 'اخذ', 'حوالي', '500', 'ضحيه', 'مبالغ', 'ماليه', 'متفاوته', 'كتسبيق', 'لمشروعه', 'السكني', 'سنه', '2007', 'علي', 'اساس', 'الشقق', 'ستكون', 'جاهزه', '2009', 'ونفس', 'القصه', 'انه', 'وضع', 'لافته', 'اشهاريه', 'عريضه', 'بالشارع', 'العام', 'والاشهارات', 'بالقنوات', 'الاذاعيه', 'وكل', 'انظار', 'السلطه', 'نهايه', 'المطاف', 'ينجز', 'اي', 'شيء', 'علي', 'ارض', 'الواقع', 'مرور', 'السنتين', 'واذ', 'ذاك', 'بدات', 'الشكوك', 'تحوم', 'حول', 'المشروع']"
